text,label
"Lagu Indonesia itu memiliki Karakteristik yg membuat aku tak bisa berpaling, Khas budaya orang Indonesia ????????? ?Hits-IndonesiaJUARA by Poetri A..!! Via",neutral
bentar bentar kunyuk mirip siapa yak mikir keras',hate
"Di Pekanbaru, ponakan gua taunya Kristen itu agama Batak. Jadi Gereja ya tempat ibadah orang beragama Batak. Padahal siapapun bisa aja memeluk agama Kristen atau agama lain kan. INI TUGAS GURU AGAMA DI PEKANBARU APA AJA YAH?? '",neutral
Pernyataan Menkes ttg mengapa tjd lonjakan di Cina Mungkin krn mereka komunis tdk percaya imunitas bisa dikasih Yang Maha Kuasa mengingatkan pd ucapan Menkes sblm pandemi Indonesia kebal Corona karena doa Apakah lonjakan bukan krn varian baru yg blm teridentifikasi,hate
Ava gw anjing dn gw monyet hadeh',neutral
Penghina dan penista Agama Islam sudah tertangkap Hukum seberat beratnya atau kirim ke Israel,hate
Presiden rasa mapia,hate
Gamungkin dong gue ngemafia masa mainin 3 acc edan!!',neutral
iya anda d serang karena pandangan BEDA UNTUK BUBARKAN KPK BUKAN BENAHI KPK DAN SELAMATKAN KETUA ANDA DR KASUSNYA,hate
"Khusus pemilu skrg, saya berharap hanya ada 2 capres mengingat situasi dan kondisi yg sudah teramat genting. Berbicaralah dari nurani antar parpol, insha allah . Baru selanjutnya rubah kem",neutral
perasaan sdh sring kena skakmat kok ya ga sembuh2 ya?. Dana utk pensiun jg sdh disahkan DPR...lho org itu kan jg org DPR ',neutral
"Sehingga catatan itu yang kami buka kembali. Tidak boleh dilupakan pengalaman Pilkada DKI Jakarta 2017, dan yang diusung Partai Gerindra dan berhasil menumbangkan petahana yang diusung oleh koalisi besar yang dimotori",neutral
Hadeh kudu dijelasin lagi Manusia purba itu nenek moyang nya sobat menyan Liat aja kelakuan nya masih barbar ampe sekarang Terbelakang Bubarin pengajian nyajen beringin ngasepin kuburan we are different breed,hate
1 lagi cebonk baru keluar Empang ',neutral
Dan kami di Jawa sama sekali tidak berkeberatan bahwa Jokowi adalah antek orang Papua ',neutral
"ada sih negara bagian yang sempet bikin legislasi soal itu, tapi ya mental di mahkamah tinggi setempat atau ga dijalankan tapi masih ada hukum yang melarang ngewe sebelum resmi. catet, sempet bikin, ga dijalanin'",neutral
Mulut kau Bajingan sontoloyo Tak pernah aku berwasiat gitu Pande2an kau Macam betul aja Siapa yg berani rupanya bunuh aku Hadehh Take Beer,hate
Radikal mana dgn korupsi kemenkeu 349T radikal mana dgn korupsi 3000T RADIKAL MANA DGN INI,hate
Kartosuwiryo be like Jangan mau dipimpin oleh presiden yang tunduk pada kepentingan asing dan aseng!! ',hate
CERITA amp LAGU - SI RAJA MONYET BAGIAN KEDUA URL,neutral
Kok yang dukung 2 periode orangnya pada gak jelas ya... yang diganti,hate
Agama ..... Di ktp tertulis Agama ........ Islam Hindu Kepercayaan Nusantara Kristen',neutral
"99woojinn manggil gua bodohie w_oojinprk manggil gua bodoh Parjin manggil gua bego Besok2 autis gua ""'",neutral
"Berhenti jadi konsumen wisata Haji Umoh yg menipu, jadilah podusen wisata jiarah Indonesia",hate
Ulama dr Importir Timur Tengah Yg haus dengan kata Kopar Kafir Musyrik Bi'ah,hate
"Sedianya hari ini Rabu, 1104, 08.00 Wib akan dilakukan pemeriksaan Saksi dari Pelapor oleh Penyidik di Unit Terorisme Ditreskrimum Polda Jatim pd kasus dugaan Penodaan Agama oleh Sukmawati, tapi karena ada kendala, maka pemeriksaan ditunda ke hari esok",neutral
bejad',neutral
"Melanjutkan kunjungan ke Turki dan menjadi kesan tersendiri ketika kunjungan ini diawali dengan bertemu dan berbincang dengan Presiden Recep Tayyip Erdogan, lalu bersama-sama menunaikan shalat Jumat di Masjid Ayyub al-Anshari Eyup Sultan.",neutral
bahasa yang paling susah buat sulli adalah bahasa cina',neutral
"Selain perkuat jaringan, Gubernur juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar Indonesia",neutral
Cuma di Indonesia kiai ulama dan profesor yang sudah puluhan tahun menimba ilmu agama dibilang sesat oleh mereka yang baru mualaf ustaz yang baru selesai sekolah selebritis yang baru taubat dan banyak yang mempercayainya Gus Dur,neutral
"NGAKAK! Rupiah Melemah, Warganet Gak Ada Berita Begini di Metro TV",hate
Rakyat indonesia akan lihat azab yang akan kau dapat poltak.. Mulut bangke di pelihara.',hate
"rezim skrg... blm selesei trus ambruk, nancepin di puing hutang negara? hancur hanya curhat ------",hate
"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan , PKS MERADANG Bukti pemerintah panik dan takut?",hate
Arab tuh kalo ngibul emang jagonya Bodoh2 pula,hate
cewe seblak hihi,neutral
Oh kamu dasar bajingan',hate
"For me, kucing yg cacat ni is the most precious gift. Eventho tak sempurna, but they r cute in their own way. Aku rasa lagi comel dari kucing biasa xb",neutral
Sekarang masak ga bisa? Kan sudah belajar,neutral
mau dong ngewe kaya gitu',neutral
Rizal Ramli tidak malu mencium kaki jokowi untuk jabatan menteri lalu meminta jokowi jangan jadi presiden lagi setelah dipecat jadi menteri.,neutral
bener bg belajar masak dlu buat jaga2 klo g ada cewe yg mau nikah sm lu,neutral
beer Blackpink kesini aja sobat gurun kebakaran jenggot apalagi bikin Tomorrowland Apa tida takut di cap kafeer Pak Tama,hate
Dan mulut terlalu besar untuk mengumbar..tapi kerja untuk negri ini sangat tidak memuaskan,hate
"Makanya itu, tapi aku asal jawab aja masih. Bloon ya. "" '",neutral
Cowo suka nganggep cewek murahan kalau banyak kenalan lalaki lantas apa beda nya dengan cowok yang sukanya cuma ngomen status cewek lain sedangkan posisi dia punya pacar NAJIS,hate
Yang sabar gua mah punya adek2 kunyuk yg bau kek sempak kuda',neutral
"Kalo neraka terkena bom , maka surga akan selalu ada untuk semua org dimuka bumi ini termasuk goku.'",neutral
Wah ... transgender bisa jadi caleg di Pakistan ... URL,neutral
Lah mas lo jadi cowok jangan pengen dilayanin doang Jangan patriarki emang tugas lo sbg cowo cari nafkah Gimana kalo misal dibalik gaji lo miskin tapi lo nuntut cewe bisa masak semua yg lo mau Ngotak Jangan nikah karena mau dilayanin Situ bukan raja,hate
dr. Sam Aliano Calon Presiden 2019. Indonesia Bebas Hutang. ?? Indonesia Bubar Pas Kiamat. ?? Umroh Gratis per 1 Orang. ??,neutral
"Cinta sebenarnya tidak buta. Cinta adalah sesuatu yang murni, luhur dan diperlukan. Yang buta adalah bila cinta itu menguasai dirimu tanpa suatu pertimbangan.'",neutral
"Yaapssss, kita harus promosiin besar-besaran",neutral
"Isu PKI muncul semenjak adanya Tabloid Obor Rakyat, mulai saat itu Isu fitnah bahwa Jokowi sebagai keturunan PKI berkembang, sampai sekarang. dan akan selalu digunakan untuk menjatuhkan dan menyudutkan Presiden Jokowi.",neutral
"Eh edan university dhyana pura ada di dalung tau ' aku disana,mangkanya aku jungshook tdi WKWKWK Yaamp00n q gtw masalah itu """,neutral
Donatur 212....adalah bajingan URL,hate
"RT ""Prabowo Subianto tetaplah Prabowo Subianto yang merupakan anak biologis Soemitro Djojohadikoesoemo"" pengkhianat bangsa URL",hate
"Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam dan ngancam kyk banteng. URL",hate
"Kalau guna bahasa cina pon, letak la sekali kandungan teks dalam bahasa melayu bawah dia. ""Jangan bagi tahu aku google translate kan ada, translate la sendiri.""'",neutral
"Alhamdulillah, pagi ini sholat subuh bersama di Masjid Raya Lima Kaum, merupakan salah satu masjid tertua di Indonesia sekaligus cagar budaya yang terletak di Nagari Lima Kaum, Kecamatan Lima Kaum, Kabupaten Tanah Datar, Sumatera Barat ?? di Lima...",neutral
Hati dg akun yg sumbernya hoda jannat atau akun berbau arab jk agak teler narasinya itu sebenarnya akun israel alias tentara israel yg di tugaskan khusus utk ngibul adu domba di medsos,hate
Kasus Jack Ma ini menarik mungkin karena dari awal Cina daratan itu bentuk aslinya adalah kekaisaran absolut politik komunis ekonomi kapitalis cuma samaran Yang bersangkutan telah berani menghina Putra Langit dan Menteri2nya Orang paling kaya di sana cuma remah rengginang,hate
"Terlihat salah satu pendukung mafia koruptor dan penista agama, para gerombolan BANCI TITOT lakukan bidikan ke arah",hate
Nikah muda bukan berarti hamil duluan Tapi itu ciri laki² yang mampu memberi kepastian Ber,neutral
Smkin glojotan para pendukung anies.sandi..,hate
Saya suka video,neutral
Ih gila Nirina bego banget.',hate
"Islam nusantara sudah dipromosikan rezim. Lalu Hindu nusantara, Budha Nusantara, dan Kristen nusantara kapan? Jahat amat sih, masak Agama non Islam gak diakuin di Negeri ini !?",neutral
Ngaca idiot. Idiot manggil idiot',hate
Beginilah kelakuan si bani onta ekstrak tinja..... ngoaaahahaaaaa salam pks penjahat kelamin syariah',hate
women support each other kecuali pelakor nih gila banget sampe spotify si pelakor ketemu,hate
ke jamban ?',neutral
Jomblo jablay kayak perek ',hate
Aaaaaaa sakit tapi tydak berdarah . Ini yg ngerettwet kampret yaaa.',neutral
Cara nabi luth melenyapkan kaum sodom,hate
"Aneh ya orang2 geblek makin banyak. Kalok habib rizieq sihab belom berani komentari yang mereka anggap guru besar. Kenapa mereka berani ya? gendengnya nggak ketolong deh. kalok habib rizieq dukung apa mereka hina gurunya juga? Dasar, fira",hate
Ini tonggos nya,hate
"Sebagaimana data di negara-gara komunis, Kenapa dia g sebutin di rezim komunis, nyawa Rakyat Juga gratis??!",hate
jual memek kok di sosmed dasar pecun!',hate
Udah paling bener kalo mau scroll tuh di tab Following aja jangan di For You Sumpah akun bokep kaum pelangi buzzer keributan engga penting muncul semua Heran,hate
Bani israel ada yang beriman kepada Allah yang Maha Esa dan kafir jahat bahkan jahat kepada para Nabi yang Allah utus untuk bangsanya sendiri,neutral
Nabi adam asline wong jowo Semar keturunan nabi adam,neutral
kriminalisasi ulama?,neutral
Kok tambah dungu bang',hate
Wahai cebong dan kampret indonesia kembalilah kalian menjadi manusia. Indonesia butuh manusia utuh untuk berbangsa dan bernegara. Bukan mencebongkan apalagi mengkampretkan manusia.',hate
RT Rejim yg membuat E KTP itu Rejim SBY.. jangan pura-pura lupa.. Yg dipenjara juga Partainya SBY,hate
Yg gubernur lama kebanyakan direcokin di demo demo orang Bodoh yg pake surban!!!!lah gubernur yg sekarang 8 bulan ngapain aja????cuma ongkang2 di kantor ka,hate
Sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah URL dan Prabowo berusaha cuci tangan,hate
Pak Amin tolong kasih tahu ke Anies ya kalo Reklamasi sudah dilanjutkan berarti Antek Aseng donk.',neutral
Aku syukaaa kamu. Kamu syukaa dia. Dia syukaa yang lain. Yaa gitu aja terus sampai onta bertelur .',neutral
Eek dulu gih',neutral
Bgst acc abis ke lock tai',neutral
Cebong dongo.... 4 tahun kate lw... Pekok..... Emang ada kayak gitu....fitnah aja lw gedein...otak di upgrade dikit napa!',hate
Beuhhh...makin sehat dong kalo gitu... Pantesan babi gemuk....',neutral
Kalau benar dia habib asli pasti menerima tantangan Kalau nggak berani berarti dia memang habib palsu pencari keuntungan,hate
Sehat om?????klo ga sehat minum kencing onta dulu',neutral
perek doyan di gagahin ',neutral
itu mah jupe nya yg cupu hahaha',neutral
Telat lu kunyuk',hate
Asuog wasite picek jingan',hate
Bacot bae lu ah',hate
Awas Provokasi...Jokowi disebut Antek Cina dan Anti Islam,hate
Dulu dipaksa menanam sama van den bosch di ambil hasilnya di jual sama belanda via VOC. lalu hasilnya pun di korup VOC sayangnya sampai merdeka pin begitu. Hasil panen di salurkan lewat badan pemerintah amp jg di korup sama pejabat bangke..,hate
Smoga Persija bisa mnjadi contoh awal klub yg ramah utk saudara kita yg di fabel. Dimulai dri panpel yg bisa menyediakan tiket khusus difabel dan cara mendapatkan nya pun lebih mudah. Dri pd bangku khusus difabel di dudukin aparat keamanan kan sayang bgt,neutral
tolong si ini onta nyanyi mulu minta disemprot baygon',hate
Itu bukan jadi sampah bro tapi jadi rumah ikan rumpondan tempat tumbuh terumbu karang dan biota laut lainnya. Kalo hati dah diselimuti kebencian semua akan salah pada akhinya ! ',neutral
Kunyuk kalau DPR bubarkan KPK,hate
mungut dimana lagi tuh orang..?? Tampang Cebong kok ngaku2 ulama muda...',hate
Sini by kempotin pake memek',neutral
THIS TYPE OF KRIS10 MAKES ME KSJDNSJSNSNSJS,neutral
Budha bunuh muslim di myanmar,hate
anak muda muslim dibantai hingga tewas dia suka cita Giliran anaknya digebukin ngemis2 simpati masyarakat Banserep Ancur,hate
"mukamu kaya pantat monyet, beruk, celeng.'",hate
"Entah pengen ngelucu, entah ""bom kita tidak bahaya"", entahlah.'",neutral
namanya juga perusahaan milik asing',neutral
"Sumbu pendek jokowi koalisi dengan negara PKI, Jokowi PKI, lengserkan jokowi.... pusying hamba",hate
Hiiii ada pelangi takutt ada eljibiti,hate
Ditangkap krn narkoba kaget. Kl ditangkp krn ada hub dgn Saracen kaget gak? Anies sandi,hate
Mari kita lindungi keluarga dr lagibete,hate
lah memang kan RT Polda NTB Warga Menyerang karena Anggap Aliran Ahmadiyah Sesat,hate
"heh mata kau lah, ko kira aku ini apa. ku colokkan mata kau mampus kau'",hate
me n the bois kondisi pertemanan yg jomplang gini kan identik sama pick me gurl trus aku jadi inget salah satu bestie cewe pernah bilang dulu tuh kamu rada pick me tau I had no intention tho jadi ingin bercerita,neutral
"Waduh, adminnya ga ada dukungan teknis dr ahli ekonomi partai ya. Akun resmi partai harus dimanfaatkan utk komunikasikan pesan yg berarti dan mendidik, paling tidak utk anggota dan simpatisannya.",neutral
Klo gk mau macet pulng aj lo ke kampung sono.. Dsar orng udik.. Masih nyri makan sma buang tai aj lelaguan... ',hate
Iya gak boleh pakai jubah Islam saat kampanye,neutral
"Menkumham pernah kita debat UU Pilkada dulu, diketok, pendekatan waktu itu presiden mengeluarkan Perppu, tapi skrg ini presiden tdk menandatanganinya.",neutral
"Kemarin-kemarin kembali denger kata ""sontoloyo""'",neutral
"Justru malah universal dia ngomong....""kitab suci"" berarti semua kitab suci dong.....menistakan semua kitab suci,dan Al Qur'an adalah salah satu kitab suci agama Islam...tdk ada keraguan di",neutral
Inget bang kaum sodom yg banyak aja di azab sama Allah bagaimana lu Segeralah bertaubat,hate
Jangan bisanya protes bawa gama lagi Tapi ikut nikmati libur bersama Kan koplak namanya take beer,hate
Akun baru suka pansos yah Mau dr negara manapun dr suku ras cewe mau cowo kpop nonkpop dr fandom manapun Didunia ini cmn ada orang baik sm jht yg benci mau dijelasin bhw orng yg dibenci itu baik gk bakal sadar Gk ada tindakan yg benr ngata2in fisik org,neutral
FOR SALE Nah klo ini london merah yg asli ga kaya adidas london yg sekarang warna warni dah kaya kaum pelangi,hate
"Dan Pada Sabtu 2142018 pagi, Masyarakat Adat Baduy akan kembali melanjutkan perjalanan menuju Kantor Gubernur Banten di Kawasan Pusat Pemerintahan Provinsi Banten KP3B di Curug, Kota Serang Mry",neutral
Kayanya sih bukan wanita ttp sejenis kamu deh kaum tulang lunak bertitit kecil,hate
Oii turo bom? Kajakkk',neutral
Kalo seumpama orang cina di usir paksa dari indonesia gimana,hate
Gatot antek asing ternyata ...,hate
Wal infokan toko baju butik selain di dm pang gsn lebaran khusus cewe Bjm yg murah tapi kada murahan sesuai kaum gaji umr thank you sayang,neutral
Pak konsep Childfree itu bagian dari DePopulasi Agenda EliteGlobal termasuk kaum Pelangi LGBT yg dulu saat kampanye sayangnya diusung amp dilindungi pula lupa ya,hate
the nuruls wajib punya sweater rajut cable bahan tebal cakep buat dipake buat keluar beli seblak atau ke gacoan,neutral
"Feminis itu selalu dianggap sbg ""wanita yg gak mau mengikuti syariat agama dgn pemikiran bebas dan gak mau menerima kodratnya menuruti laki2"" Atau ""Cewek murahan yg suka umbar aurat atau berhijab tp gak niat sok2an berjuang demi wanita pad",neutral
Kalau berani khianat yahh resiko di Dor sang jenderal Tapi siapa sih yang percaya mulut ngibul arab Yaman Jangankan bicara Diamnya aja Dusta,hate
"fed well benar benar memotivasi jarang rebutan bias dapet merch dia gampang dan lumayan murce - di bilang lesbi - ""cOwOknYa kOk cANtik""'",neutral
Kampret juga mau kasar n bandit di NKRI ntr semua Orang Cina di usir rakyat Indonesia biar tau rasa,hate
Udah Kodrat PECUN-dang emg paling pinter cari alasan',hate
tipuan kaum sipit,hate
LO KIRA NKRI PUNYA ONTA ARAB NUMPANG HIDUP AJA BELAGU,hate
bukan bermaksud pick me gue kaya gini tapi cowo gue malah marah katanya ngerasa ga disayang udh coba komunikasiin tp dia blg nya pgn digangguin trs gitu pas kerja biar keliatan nya kek gue bucin bgt sama dia emg gaakan risih apa cowo kalo digangguin cewe nya cont,neutral
rek kalian para cewe lebih suka dibonceng pake apa ADV PCX NMAX atau Aerox pengen survei aja,neutral
Buaya betina ini,hate
"Saya ingat dia Timbalan Presiden PAN, Salahuddin Ayub tidak akan ke mana kalau buat begitu",neutral
"partai sontoloyo, tidak pernah menghargai orang lain'",hate
Masa Sby Ada Istilah BLT Bantuan Langsung Tunai Kekinian yang terbaru namanya BLL Bantuan Langsung Lempar ???,neutral
"Salute to the Master... Banyak dewan yg tak punya kapasitas hanya menang uang dan koneksi. Tapi keduanya ini dan memiliki segalanya. Bisa jadi uangnya sedikit, tapi kapasitasnya mantab. Stp pembicaraannya selalu ada kajian dan",neutral
muhasabah diri jap kenapa noo,neutral
nctzh Heh Anak baru Aku menoleh Ya kak Lu bisa maen basket Gua gamau ya punya anggota cewe yg sok sok an join ekskul cuma buat pansos Apa dia baru saja meremehkan ku Saya bisa tolong jangan ngeremehin Ok Satu lawan satu sama gua skrg Berani,neutral
ngejelek-jelekin orang kok dibelakang? didepan dong.. Ga punya nyali yah? Situ banci? hahaha',hate
"Tidak ada jarak antara pak dengan alim ulama. Yang terjadi adalah ada kelompok politik yang berusaha menciptakan kesan atau citra Presiden berjarak dg ulama. Fakta , Insya Allah, menang melawan fiksi.",neutral
Org² jadi cewe harus bisa masak biar irit dan sehat jgn beli terus kl udh nikah Aku nanya resep sayur asem ke mama,neutral
Tenang aja dan jangan panik serta khawatir. Pak jok sudah nyiapin ribuan lapangan kerja kok Ribuan untuk TKA RRC Jadi selamat ber antri ria ya Kikikikiki',hate
"Anda salah menyebut keberserahdirian, Bapak Menteri Agama, itu ekspresi Tuhan Datang MELAYANI bukan minta di-sembah2",hate
Kakak Kau bila nak kahwin? Aku Malas. Mak Kau takde pakwe ke? Aku Malas. Mak Kau cari la pakwe. Kawan lelaki kau k',neutral
KALO KAU TIPE FANS MODAL FOMO RAHIM ANGET MINIMAL SESEKALI FOMO YANG AGAK BERGUNA DIKIT LAH AJG STOPPPP SEXUALIZING IDOL AND LET S START VOTING ENHYPEN AT TT A gap nya tipis cuk en,hate
Foto memek nya dong',neutral
Iye ngatai org najis amp jahat kyk dia org paling suci amp benar Coba aja cari berita ttg kelakuan pengungsi Rohingya ini knp smpe ditolak di bbrp negara amp Indonesia dipaksa UNHCR hrs nampung bhkn ksh pulau penampungan nah yg najis siapa skrg,hate
Gak ada tercantum rahayu atau sobat menyan dsini,hate
Take a beer Kali ini setuju sama AreaJulid Lanjutkan ughty let me as a woman support woman Jan peduliin lainnya Toyota Innova atau Fortuner pada wae,hate
Dan semua formula agama religionist itu hampir selalu sama otoritas fiqih aqidah ketuhanan di pegang oleh mayoritas ulama2 Dan yang tidak sepaham di anggap sesat kristen pun jg sama dengan council of nicea nya doktrin yahudi pun juga sama dengan talmudnya dlm mengupas taurat,neutral
Bhabinkamtibmas Desa Cantuk bersama Kades memberikan Binluh utk Cipkon jelang Pilkada serentak..klik disini.???,neutral
"agama, yaitu Islam Katolik Kristen dan Budha. di desa juga terdapat masjid, greja untuk umat katolik, greja untuk umat kristen dan wihara'",neutral
Scr komersil drake sm Kendrick beda jauh scr streaming drake unggul tapi urusan kualitas bnyk kritik mengacu pd tema lagu yg itu2 aja patah hati pamer perek gangster jadi2an gitu aja bnyk yg gaksuka apalagi dia cenderung pura2 jadi feminim meskipun juga womanizer ironi,hate
",Dan mereka Yahudi dan Nasrani berkata ""Sekali-kali tidak akan masuk surga kecuali orang-orang yang'",neutral
as rein - anak choir di kelas - kesekolah gak bawa polpen - rada dongo - suka bantuin orang di kelas',neutral
"edan jauh2 dari pbg ke pwt hanya untuk ngeles'''""",neutral
Wahh pak SBY pencitraan nich.. wkwk,hate
Pecinta Lubang Anus PLA,hate
Nih buat kaum betina indo udah kalau suka ya suka aja gausah gitu juga anda spam komen di ig nya dia bukan buat dia seneng tapi buat dia jijik anjeng dia juga gak suka sama kalean muka muka kek jamet gitu norak bet dah kontolll,hate
"Semua agama itu baik. Saya tidak percaya kalau seseorang itu harus memeluk agama A agar bisa masuk Surga. Mau islam, Kristen, Hindu, Buddha, semua mengajarkan kasih dan kebaikan. Agama ada karena Tuhan mau kita punya hidup yang lurus dan baik. Masuk surg",neutral
Ini bumbunya,hate
bukan temen. lebih tepatnya budak dan antek.',neutral
di doublefuck dua kontol besar URL,neutral
"sempet putus, terus aku masih belum berani approach dan nunggu lagi. pas udah berani eh si kunyuk balikan. yaudah lah yA nunggu lagi'",neutral
mungkin kah keluarga itu berasal dari yaman seperti keluarga yaman ini,hate
Statistik negara dengan eljibiti terbanyak di dunia,neutral
Mumpung ada contoh yg pas Lately banyak banget orang Kristen yang suka ngejudge ih pengajaran sesat tu padahal cuma liat cuplikan kotbah ih itu hypergrace padahal cuma nonton 1 kotbah di Yutub Padahal di bawah video ini aja aku explain ke kidsnya pake analogi coklat,hate
Kamu bau monyet .g',neutral
Presiden hadiri Milad PMII. selamat ultah PMII,neutral
Mulai ga fokus n skrg lari ke hutang...coba cek APBN n alokasi kementerian di kemenkeu..baru kita debat mengenai hutang..jgn jadi anonim bloon...',hate
Awak Patroli 05A giat anjangsana sambang dan patroli dialogis dengan Sekurity Balandongan Residence memberikan arahan agar selalu waspada dan bisa menjaga keamanan dan ketertiban dilingkungannya masing2 terutama jelang pilkada serentak 2018,neutral
Mereka butuh bom cinta kasih yang tulus',neutral
WKWKWKW LAHIRAN BOONGAN OCHU yg hamil sipit?',neutral
Alhamdulillah Kaum sipit mao keluar dr Negeri ini makin tentrem deh kipasan,hate
"Bu muthmainah masi kenal bang? Gw dulu pelajaran islam suka ngikut si haha, klo kristen pas jumatan kelasnya atau sabtu'",neutral
"Jalan Mulussss.. Karna Si Badan Kurus Pikiran Lurus Negri ini Sangat Terurus ????? Gaes guna mendorong perkembangan ekonomi Jawa wilayah selatan, membangun dan mengembangkan jalur Pansela Mlg,Kdri,Tulgung,Trenggalek menuju Pacitan ???",neutral
"MenAgama jangan hanya OMDO, harus mengumumkan ayat rampasan halal Allah SWT janjikan rampasan, SALAH hrs dibuang",hate
"Akun masih dpt dilihat, caranya tulis hikdun di kolom search twitter, enter, muncul isi akun, melihat lbh banyak klik more option",neutral
Anjir mainan jaaman sd ',neutral
Karena yg doyan teriak saya pancasila saya indonesia kebanyakan adalah komunis cina dan antek anteknya,hate
