text,label
Suka nutup mata. Kaga ditutup pun udah terlihat tertutup gara2 sipit ?',neutral
"Sy sbg muslim tdk merasa pak menistakan kitab suci Alqur'an, krn dlm Alqur'an sndri ada bbrp suku kata yg smpai dtik ini blm diketahui mkna faktualnya olh umat islam, tp kami yakini kata tsb ada makna yg tersirat fiksi yg blm",neutral
eh kasar kau kampang',hate
"BENTAR LAGI GUA RILIS ALBUM THE ONTA'S WKWKWKWKWK""",neutral
Ada cebong bang dia merasa paling benar',hate
Najis banget gw ngetwit apa barusan wey',neutral
Kamu transgender atau gmn anjing URL,hate
awas bintitan lu ngintipin titit kucing',neutral
"Bawel, baper, bolot, baik, bodor , gaje wkwk apa ya udah itu aja deh'",neutral
"Gue saranin gk perlu bnyk bacot maling ayat, langsung to the point aja lu jadi orang... Yg tdk sepaham lu teriakin aja kafir sesat, liberal, pemuja dukun, bla blaaa.. pasti hatimu puas dehh ..'",hate
Jgn salah target bkn ahok... agenda utama lengserkan Jokowi ..,hate
masa baru kena hestek aja udah kepanasan ??? Kepo banget,hate
"Maju lu sini duit tapi kau goyang kaki tak buat pape , mana la duit nak maju kat kau bodo URL",neutral
"HKBP berdiri itu sejak pecahnya kristen khatolik pada zaman penjajahan belanda,dl tdk ada yg namanya kristen protestan yg ada cm kristen khatolik. Terjadilah perpecahan dan berdirilah HKBP yg prtama kali di tarutung. Nah skrg anda sy k",neutral
"Ha .. ha .. Banyak baca biar pintar ... JEPANG, AMERIKA, CHINA... Utang sama siapa ... Anda tau enggak ..?",neutral
Prabowo Sudah Kalah Menyebut Bantuan Jokowi Hanya Pencitraan Adalah Ratapan Pilu,hate
dan yang takut dengan adzan adalah IBLIS',neutral
Yg goblog itu adalah bani cebong tukang tipu penjilat penguasa yg ketahuan gerakin masa yg dibayar pakai nasi bungkus. Propaganda nasi bungkus memang selalu gagal.',hate
Wuih... cebong sewot... ',hate
Gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa,neutral
Padahal gubernur saat ini Djarot. Mayoritas partai politik di DPRD juga pendukung Ahok Djarot. Payah ya mereka URL,hate
"rezim rusak bukan memperbaiki systeamnya malah sibuk cari2 kesalahan klu itu pasti ketemu aja, KPK alatnya, besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi, orangnya'",neutral
"Saat orang orang saling menuding antek aseng, aseng sesungguhnya bertepuk tangan.'",neutral
Nah loh katanya anti aseng',neutral
"Selamat Pak Semoga Bisa Terus Berkiprah, Bahkan Tingkat Nasional.",neutral
saya sih ikut ulama saja,neutral
Yang saya ketahui bahwa diketapang banyak tka asing yg berkerja di berbagai perusahaan. Termasuk pt who tambang bouksid yg viral saat pilpres dulu. Dan bisa jadi ini karena kerja sama tsb terjadi di era gubernur cornelis dan wakilnya ora,neutral
Anak pecun... ga jauh2 dr hobi zina.. haha',hate
QUE BOM SBBSNSN',neutral
"Istirahat aja pak presiden momentum sudah berlalu, saya pernah jadi saksi telinga dan mata awal rapat pembentukan PD di Pacitan tahun 2003",neutral
"Pada 1979, House Select Committee on Assassinations HSCA menemukan cacat investigasi yang dilakukan FBI dan Warren Commission. HSCA juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya.'",neutral
"Tak terasa genap 1 tahun mendatang 17 April 2018 akan digelar Hajatan pilpres, acara tahunan Negara Indonesia untuk memilih Presiden. Semoga senantiasa berjalan aman dan lancar. Amin.",neutral
Ian pantat',neutral
"Ngakunya org pintar dan beragama, emangnya agama mana yg memperbolehkan menista dan menghujat org lain???. Jgnkan orang bodoh, org yg maaf sejak lahir idiot sekalipun dia, kita hrs hargain sebagai sesama ciptaan Tuhan. Ingat iblis itu juga pintar dan sangat licik!!!'",neutral
Pendaftaran Capres untuk saja belum dibuka sampai Agustus 2018...yang normatif begini politikus PDIP masih belum paham? !!,hate
Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong URL,hate
dari dulu kenapa bapak w kalau ke mantan mantan w selalu mgerasa sedih ampe kepikiran dan gabisa tidur lohh?!! dan w ngerasa jadi anak yg brengsek aja gt ke laki2 ',neutral
Cina perusak bangsa!! Usir !! Stuju??,hate
scra konstitusional hak setiap rakyat woiii!! . Gini nih kalo planga plongo tapi kelakuan otoriter.,hate
Mari kita wujudkan Pilkada Kota Bengkulu 2018 aman dan damai. . . coki_adem86 98heru?,neutral
"Mau tanya serius ini sm presiden jokowi knp yg ada cm islam nusantara,knp tdk ada kristen nusantara,budha,hindu bahkan kong huchu nusantara???'",neutral
KORSA Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam,neutral
cowo yang jago drasex mana? sini ngentot sama adek - luvian',neutral
"kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'",hate
loh bukan nya mentri suharto ada yg homo?',hate
Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik buruk ',neutral
Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam',neutral
"Kejar setorang memang cukup bangsad, mana rupiah turun '",hate
"Moga ini ada tindak lanjutnya! Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa 104 pukul 13.00 WIB.",hate
Bangke.. hajar!!!!',hate
. Onta mati klo kebanyakan Minum',hate
URL Ahok tng mrka trus was-was hdpnya,hate
Itu baru di Sul Teng.. !!! Ini ekses akibat tersandera hutang china !!!,hate
"Pride Yunani -hyperphania keangkuhanharga dirikesombongan dikenal juga dengan sebutan hubrisvanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",neutral
"Aku bertanya tujuan pada hati Logikaku yg menjawab Tapi hati tak tenang Aku bertanya pada logika Hatiku sedih Ku cari jawaban dalam wasiat yg Beliau tinggalkan. Dan aku mulai menjadi terasing dan asing di mata manusia. Tak apa duhai diri, ada",neutral
Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,hate
Admin tolol di partai tolol Partai Tolol untuk orang Tolol',hate
"Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina Kampungan, Norak URL",neutral
Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di,neutral
PPP Jangan Buru-buru Tolak Wacana Pilkada Lewat DPRD,neutral
"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya"" Ingin ku jawab pake air wudhu tapi ku Kristen.'",neutral
KO GUA KAMPRET',neutral
Memek lonte pengen disodok kontol gede',neutral
Jokowi aja yg mundur. tutup. URL,hate
"Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",hate
Ada amin rasis. Ada amat dani Ada ratna si paiiit. Ada si onta. Ada si lobang anus. Jdi jngan takut wo wo.. Kehabisan obat penenang yh.',hate
Tunggu komando IMAM BEJAT CABUL . TAIK BEER Ape2 bawa ULAMA... DASAR Banj SEMPAK',hate
Kabinet berantakan Pemecah belah persatuan hanya ad di rezim ini',hate
"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja kk orang BEGO!!! ckakakakak'",hate
"Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",hate
ga caya sama mulut buaya mu bwang',hate
", jika SBY PRABOWO menyatu melawan MEGA JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. Tp jk JKWMEGASBY melawan PRABOWO, mk Pilpres selesai sudah. Jk 3 Poros di Pilpres, mk salah satu Lawan",neutral
RT Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,hate
bebal...,neutral
"Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat amp Komunis karena dapat menghambat agenda dan kepentingan mereka.Obviously'",neutral
umuh gt persib persib kunyuk!!!! ',hate
Buat film muslim pilih ahok mati nggak di sholatin...... dijamin laris ......,hate
"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah elohim yahwe"" sedangkan Syriac sudah pake ""alah allah""'",neutral
Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',neutral
Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. Ehe,hate
"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",neutral
Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh.... Nagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan VIVA URL,neutral
Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',neutral
Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel Situ maksa ane jadi cebong?',hate
"Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'",hate
"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ??",neutral
"Foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",neutral
wakakakaka aku sudah mengalaminya tetiba muncul grub wa a.n Bani Abd Hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja,neutral
"abam pres badar n nuqaba pling boekkk???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu???,",neutral
??Seorang anak Pekan telah mengilhamkan Dasar Ekonomi Baru DEB dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razak?? - DS,neutral
"Hahaha sialaaan nih si , ternyata klo lg laper, presiden juga mau disikat sama doi?????",neutral
"mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit, kacaoooooo!!'",hate
"aelaah silit kebeler,. ngapa dikasianin,., org makin sayang saya pak,., setelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin.,. tar gw ceritain,., duuuhhh,. '",neutral
"iya, tdi cacad'",neutral
"tahun 2019 Rakyat makan ASPAL dan BETON ini adalah solusi jitu mengurangi kemiskinan KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!! cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan",hate
"Aku pernah sempat baca ttg Harun Yahya ini yg 'membelot' ke kubu Yahudi dgn Freemasonry nya...kdg suka ga percaya...""",neutral
Kita Maju Bersama Ulama Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia,neutral
,neutral
"Pertanyaan mudah ya.. Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",neutral
Kemarin di hujat sekarang mengharap dasar para bani kamprey',hate
"Penjelasan sy bukan FITNAH, silahkan DIBANTAH Apollinaris Darmawan Sebut Al-Quran Kitab Sampah",hate
"Monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. Toe Hati apa comberan? '",hate
Body Lufra scrub dg bhn dasar lidah buaya utk mlembabkn kulit amp lbh bcahaya info 087812026394 ',neutral
Tak punya cacat di masa lalu krn blum bermasa lalu',neutral
jangan2 penganut bumi datar juga? soalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',neutral
"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan , PKS MERADANG Bukti pemerintah panik dan takut?",hate
lebih baik jokowi mundur..,hate
Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bpk Jokowi di 2019 mendatang.,neutral
Luar biasa pencerahan nya.. Saya merasa gagal sebagai anak ekonomi.. Wkwk,neutral
"Kafan berasal dari budaya yahudi, kenapa umat Islam mengklaim ?'",neutral
Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam Jokowi,hate
itu tanda nya mau pilkada n pilpres,neutral
Misi4 Membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur,neutral
Ketabahan pasangan En Taufiq dan Puan Nurliyana yang wajar dicontohi.. jom kita beri sumbangan untuk meringankan beban pasangan ini... come on twitter do your things! BSN - 0510541000096745 Bank Islam - 05058020145124 Nurliyana bte Abdul Raziff,neutral
"Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",hate
celeng kgn gw y',neutral
"dengan budaya , yuk pada visit ke purwokerto ,mumpung Ada even rakyat. .",neutral
"Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali ada pembangunan infrastruktur, KIP, KIS, Sertifikat tanah, perhutanan sosial, BBM 1 harga, padat karya,",neutral
Aamiin ya Allah Timnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw',neutral
MAJU KAMU NGATAIN MAMA AKU BOLOT',hate
"Grombolan Kadal Jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang URL",hate
Segitu gentarnya dia takut terhadap Kafir...',neutral
RT betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,hate
siapa bego lu bukan tmn gua najis dah kesel sendiri gue',hate
Kafir kristen selalu buat ulah,hate
"Tau dong, bau baunya udh keciri ini sipit buluq'",hate
"kayak memegang, bukan mucikari'",neutral
"Guru TK Dharma Wanita Persatuan Desa Plumbon Porong Deklarasi anti HOAX ,Ujaran kebencian, issu sarah dan mendukung pilkada damai",neutral
Anjir serem maennya begituan ',neutral
Kayaknya bisa? Atau cuma bank tertentu? Bilang aja mau jual uang asingtukar ke rupiah',neutral
Onta yaman ni setahun lagi gua deportasi loe',hate
Hati-Hati Berita Pilkada yang Berbau Hoax Kunjungi juga,neutral
anak cocot ya ini ',hate
udah ketauan HOAX ya Fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di SS taunya berit udah,hate
Mantaaap DM dekat sama Banser bang,neutral
"ternyata ada lebah yg gak suka bunga, tapi makan bangkai. gw penasaran madu nya kaya gimana '",neutral
Pantas indonesia mundur dalam segala bentuk,hate
Naahh yg dongo yg bilang hekell hahaha',neutral
Hahahaha blunder lu cebong... Yg gak ngasih tuh pem. pusat dengan Alasan HAM... kalau rakyat aceh ya mau kali pun.. Cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh... Klau DPR a,hate
BANGSAD GUA DAH NYELEM AMPE BAWAH2 BALIK LGI KE ATAS!1!',neutral
Saya tak bisa dipancing-pancing dgn urusan penistaan atau bukan. Saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci.,neutral
Cebong kacung itu kt temen gw dungunya sampe ke tulang sum2..jd jgn buang2 energi debat sm mereka..',hate
PARTAI KORUPSI SAPI......goblog...',hate
"Signal kntl !! Pemeliharaan apalagi ini ? Niat gak sih ? Login twitter doank susah amat, gmn mau open redtube ? Cetan !! '",hate
Matane aku moh aku kafir wkwkwk',neutral
Jadi inget fesbuk anjir lupa aku',neutral
"kalo aing sih bakal bilang ""hilih kntl""'",neutral
"Nikita Mirzani udah pake hijab, yg masih ngomong cebang cebong udah pernah fantasiin doi belom? Uh ah!! '",hate
"Tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. Lagipula, siapa yang pertama kali membuat gaduh suasana? Jika Angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.",neutral
Lahir dan berkembangnya gerakan komunis di Indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama ISDV',neutral
Shaheizy Sam wajah baharu Calpis,neutral
"""Ya, terserah lo aja."" Balasnya kembali fokus kepada kerjaan kita. Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. Bersyukur nilainya memuaskan. Setelah kejadian project itu kami makin",neutral
Ga bakalan bro,neutral
KELAKUAN bodoh masuk KATEGORI perbuatan TIDAK MENYENANGKAN Kelakuan sontoloyo sangat MENGANGGU persatuan BANGSA Kelakuan NAIF secara TIDAK LANGSUNG sbg bentuk INTIMIDASI thd ULAMA Kelakuan,hate
Monyet Turun ke Pemukiman Warga Cibadak Sukabumi - URL,neutral
"Kotor ga masalah yang penting bahagia warganya, cebong mana ngerti'",hate
mau giveaway taplak meja tapi nanti yang menang cuma therichchenle',neutral
Sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah URL dan Prabowo berusaha cuci tangan,hate
WKWKWKWK BODO BANG',neutral
"Bikan Kaya Orang Bego,Bro ?Tapi...Memang,B..EGO.'",hate
KLHK Upayakan Pemerataan Ekonomi Melalui TORA di Kawasan Hutan dan Perhutanan Sosial - Tribun Medan,neutral
"Pak Mahfud MD sudah berpaling dari Allah SWT Pemberang, demi bangsa ajak semua Buang Islam",hate
Orang2 bego kebanyakan minum amp makan kotoran onta ...otak nya somplak',hate
Apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi URL,hate
"""Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu 214 """,neutral
Lembaga2 anti-korupsi masa lalu bubar krn sentuh kekuasaan. Giliran KPK kenapa PDIP partai politik penguasa yg plg ngotot ingin bubarkan KPK?,hate
"Justru mas klo mnyudutkan salah satu agama trtentu malah bahaya,itulah pak rocky ini cerdik. Dia bisa nyusun kalimat yg tepat amppantas dgunakan,Inti dari ini dia mau kasih tau pngertian fiksi sbenarnya,ayolah mas nya i",neutral
